event_type,event_type_name,expected_participants,duration_hours,prize_pool,refreshments_needed,stationary_needed,goodies_needed,physical_certificate,trophies_needed,volunteers_needed,rooms_needed,refreshment_item_count,stationery_item_count,expense_refreshments,expense_stationery,expense_certificates,expense_goodies,expense_trophies,expense_other,total_expense
2,Hackathon,92,6,20000,1,0,1,0,1,9,2,4,0,3771,0,0,7111,1909,5069,17860
0,Non-Technical,232,1,15000,1,0,0,1,1,16,5,3,0,9917,0,2741,0,1496,11866,26020
4,Workshop,36,5,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,11010,11010
2,Hackathon,36,4,1000,1,0,1,1,0,3,1,4,0,1494,0,513,1337,0,8005,11349
1,Technical,192,3,0,1,1,0,1,0,12,3,1,4,3576,3697,2315,0,0,8369,17957
4,Workshop,72,2,0,1,0,0,1,0,3,1,3,0,2788,0,922,0,0,6083,9793
1,Technical,22,3,0,1,0,0,1,0,2,1,3,0,713,0,339,0,0,6736,7788
4,Workshop,65,4,0,1,1,0,1,0,3,1,1,2,6113,947,1050,0,0,9485,17595
2,Hackathon,30,6,1000,1,1,1,1,1,2,1,2,2,3290,411,444,702,2231,4740,11818
2,Hackathon,84,4,2000,0,0,1,1,1,3,1,0,0,0,0,875,5366,3370,8267,17878
2,Hackathon,114,4,10000,1,1,0,0,0,5,2,1,5,10779,6300,0,0,0,4581,21660
4,Workshop,57,4,0,1,1,1,0,0,2,1,2,5,4009,3164,0,4217,0,7739,19129
1,Technical,148,1,1000,1,1,0,1,1,6,3,3,1,4984,822,1443,0,1869,11986,21104
1,Technical,158,1,15000,1,1,1,1,1,6,4,3,3,6274,5232,2150,7413,1838,5811,28718
3,Seminar,93,2,0,1,1,0,1,0,6,2,3,3,4147,4331,853,0,0,7310,16641
4,Workshop,82,2,0,1,1,1,0,0,3,2,3,3,2745,3963,0,1658,0,10052,18418
2,Hackathon,59,4,1000,1,1,0,0,0,2,1,2,3,4682,2391,0,0,0,5933,13006
4,Workshop,95,5,0,1,0,0,1,0,4,1,1,0,6013,0,1004,0,0,8915,15932
1,Technical,67,4,0,0,1,1,1,0,4,1,0,3,0,1163,1095,4149,0,5885,12292
1,Technical,174,2,2000,1,1,0,1,1,9,3,2,3,5988,7630,1560,0,4653,10398,30229
0,Non-Technical,31,4,5000,1,1,1,1,1,2,1,2,3,2340,1485,545,2409,1958,6951,15688
4,Workshop,29,2,0,1,0,1,1,0,2,1,4,0,1298,0,512,2056,0,7008,10874
4,Workshop,47,4,0,1,0,1,1,0,2,1,1,0,662,0,690,2446,0,11255,15053
3,Seminar,229,2,0,1,1,1,1,0,15,4,4,3,8864,7968,2329,10105,0,6510,35776
2,Hackathon,172,6,0,1,1,0,0,0,7,4,1,1,2508,893,0,0,0,6221,9622
3,Seminar,169,1,0,1,1,1,0,0,10,3,4,3,7619,7741,0,13226,0,9877,38463
2,Hackathon,168,4,7000,1,1,0,1,1,16,2,3,4,6198,8741,2306,0,4110,7337,28692
4,Workshop,28,4,0,1,1,0,1,0,2,1,2,4,2466,1226,388,0,0,8651,12731
2,Hackathon,90,8,20000,1,0,1,0,1,3,2,1,0,15852,0,0,2089,4120,12058,34119
3,Seminar,103,1,0,1,0,1,1,0,8,2,1,0,1309,0,1175,1453,0,4553,8490
2,Hackathon,186,5,0,1,1,0,0,0,14,4,3,3,5015,8535,0,0,0,10995,24545
3,Seminar,77,3,0,1,1,1,1,0,4,1,3,5,2315,3929,842,4519,0,11289,22894
4,Workshop,79,2,0,1,1,0,1,0,4,1,1,2,1082,966,910,0,0,8759,11717
4,Workshop,48,3,0,1,1,0,1,0,2,1,1,1,690,977,767,0,0,5712,8146
1,Technical,101,4,15000,0,1,0,1,1,4,1,0,3,0,1628,1137,0,3674,3605,10044
1,Technical,56,1,0,0,0,0,1,0,3,1,0,0,0,0,557,0,0,5819,6376
4,Workshop,79,3,0,1,1,0,1,0,3,1,1,5,1966,4640,1238,0,0,4196,12040
2,Hackathon,156,5,0,0,0,0,1,0,12,3,0,0,0,0,1330,0,0,6292,7622
4,Workshop,84,3,0,0,0,0,1,0,4,2,0,0,0,0,737,0,0,7331,8068
2,Hackathon,41,6,20000,1,1,0,0,1,2,1,3,5,3892,1728,0,0,3687,5058,14365
0,Non-Technical,24,3,0,1,0,0,1,0,2,1,3,0,1036,0,344,0,0,4788,6168
2,Hackathon,150,8,2000,0,0,0,1,1,8,3,0,0,0,0,1918,0,2118,9743,13779
3,Seminar,280,3,0,1,1,0,0,0,12,4,1,1,4159,890,0,0,0,3186,8235
0,Non-Technical,76,2,5000,1,1,1,1,1,4,1,4,2,3572,1196,961,4310,4295,10334,24668
0,Non-Technical,55,2,20000,1,1,0,1,1,2,1,4,3,2214,2083,781,0,3310,9939,18327
1,Technical,21,2,0,1,0,0,0,0,2,1,4,0,1138,0,0,0,0,8923,10061
0,Non-Technical,185,3,1000,1,1,0,1,1,18,4,2,2,3027,9145,2125,0,1771,12333,28401
4,Workshop,50,2,0,0,1,0,1,0,2,1,0,5,0,3170,877,0,0,5114,9161
4,Workshop,77,2,0,1,1,0,0,0,3,1,4,1,3901,979,0,0,0,11180,16060
1,Technical,198,2,5000,1,1,1,0,0,19,3,2,5,5001,10347,0,3660,0,6139,25147
3,Seminar,171,3,0,0,1,0,1,0,10,5,0,5,0,9418,2590,0,0,11813,23821
2,Hackathon,162,8,7000,1,1,0,1,1,12,4,1,3,28897,6147,2013,0,2003,6391,45451
3,Seminar,268,2,0,1,0,1,1,0,12,7,1,0,1927,0,2640,11387,0,7228,23182
3,Seminar,105,3,0,1,1,0,1,0,6,3,1,4,1971,1982,1286,0,0,9120,14359
3,Seminar,276,2,0,1,0,1,1,0,15,6,4,0,16630,0,4144,20838,0,11045,52657
3,Seminar,152,3,0,1,0,0,1,0,8,2,1,0,2716,0,1726,0,0,11530,15972
4,Workshop,76,3,0,1,1,0,1,0,3,1,4,1,3501,663,1229,0,0,5836,11229
4,Workshop,68,2,0,1,0,0,0,0,4,1,2,0,2519,0,0,0,0,5331,7850
3,Seminar,268,2,0,1,0,1,1,0,13,5,1,0,3173,0,2405,5356,0,6812,17746
1,Technical,96,3,0,1,1,0,1,0,6,3,3,4,4069,4141,1215,0,0,7549,16974
2,Hackathon,34,8,10000,1,0,1,1,1,2,1,4,0,8140,0,349,1413,1395,5004,16301
2,Hackathon,167,4,5000,1,0,1,1,1,16,4,1,0,15378,0,2178,11705,1994,7576,38831
2,Hackathon,80,7,3000,1,0,1,1,0,5,2,1,0,12411,0,782,1894,0,7085,22172
0,Non-Technical,34,3,0,1,0,1,0,0,2,1,2,0,805,0,0,1032,0,6634,8471
3,Seminar,243,3,0,0,1,0,1,0,10,4,0,3,0,10940,3510,0,0,6238,20688
1,Technical,32,1,3000,1,0,0,1,0,2,1,2,0,872,0,563,0,0,7564,8999
3,Seminar,119,1,0,0,0,0,1,0,9,2,0,0,0,0,1257,0,0,6457,7714
4,Workshop,93,3,0,0,1,0,1,0,9,1,0,3,0,3065,1291,0,0,8396,12752
1,Technical,186,3,1000,0,0,1,0,1,8,4,0,0,0,0,0,12428,2352,14707,29487
2,Hackathon,185,6,1000,1,0,1,1,1,11,4,2,0,17351,0,2374,4070,2365,3926,30086
4,Workshop,68,3,0,1,0,1,1,0,5,1,3,0,3050,0,961,1344,0,8129,13484
1,Technical,150,1,0,1,0,1,1,0,10,2,2,0,4471,0,1519,2244,0,13541,21775
